basic_tfactortx_id;basic_gene_symbol;basic_ensembl_gene_id;basic_hgnc_id;basic_ncbi_gene_id;basic_protein_name;basic_uniprot_id;basic_jaspar_url;basic_open_targets_url;basic_tf_superclass;basic_tf_class;basic_tf_family;sort_disease_ot_ard_aging_sum_rank;sort_disease_ot_ard_aging_overall_rank;sort_disease_ot_total_assoc_score_rank;sort_disease_ot_ard_total_assoc_count_score_rank;sort_aging_summary_total_db_entries_count_rank;sort_dev_summary_dev_level_category;disease_ot_total_assoc_count;disease_ot_total_assoc_score;disease_ot_total_assoc_count_rank;disease_ot_total_assoc_score_rank;disease_ot_lowconf_count;disease_ot_lowconf_score;disease_ot_lowconf_count_rank;disease_ot_lowconf_score_rank;disease_ot_modconf_count;disease_ot_modconf_score;disease_ot_modconf_count_rank;disease_ot_modconf_score_rank;disease_ot_hiconf_count;disease_ot_hiconf_score;disease_ot_hiconf_count_rank;disease_ot_hiconf_score_rank;disease_ot_ard_disease_count;disease_ot_ard_total_score;disease_ot_ard_disease_count_rank;disease_ot_ard_total_score_rank;disease_ot_ard_strongest_linked_disease;disease_age-related hearing impairment;disease_age-related hearing impairment_rank;disease_age-related macular degeneration;disease_age-related macular degeneration_rank;disease_Alzheimer disease;disease_Alzheimer disease_rank;disease_atherosclerosis;disease_atherosclerosis_rank;disease_benign prostatic hyperplasia;disease_benign prostatic hyperplasia_rank;disease_cancer;disease_cancer_rank;disease_chronic obstructive pulmonary disease;disease_chronic obstructive pulmonary disease_rank;disease_heart failure;disease_heart failure_rank;disease_Ischemic stroke;disease_Ischemic stroke_rank;disease_myocardial infarction;disease_myocardial infarction_rank;disease_non-alcoholic fatty liver disease;disease_non-alcoholic fatty liver disease_rank;disease_osteoarthritis;disease_osteoarthritis_rank;disease_Osteoporosis;disease_Osteoporosis_rank;disease_Parkinson disease;disease_Parkinson disease_rank;disease_sarcopenia;disease_sarcopenia_rank;disease_type 2 diabetes mellitus;disease_type 2 diabetes mellitus_rank;aging_summary_total_db_entries_count;aging_summary_total_db_entries_count_norm;aging_summary_human;aging_summary_mm_influence;aging_summary_ce_influence;aging_summary_dm_influence;aging_PMID35343830_ce;aging_PMID35343830_dm;aging_PMID35343830_mm;aging_PMID35343830_human;aging_hagr_genage_human_inclusion;aging_hagr_genage_ce_influence;aging_hagr_genage_dm_influence;aging_hagr_genage_mm_influence;aging_hagr_cellage_effect;aging_hagr_longevitymap_entries;aging_agingreg_human_influence;aging_senequest_total_entries;aging_opengenes_ce_influence;aging_opengenes_dm_influence;aging_opengenes_mm_influence;aging_opengenes_human_longevity_assoc;dev_summary_total_db_entries_count;dev_summary_dev_level_category;dev_summary_dev_level_category_note;dev_pharos_tcrd_tdl;dev_dgidb_all_drugs;dev_dgidb_MOA_drugs;dev_ttd_approved_drugs;dev_chembl_target_id;dev_chembl_target_name;dev_chembl_target_type;dev_chembl_compounds;dev_chembl_activites;dev_chembl_drug_count;dev_chembl_max_phase;dev_chembl_modality_list;dev_chembl_first_approval_min
TFTX_0715;POU3F1;ENSG00000185668;HGNC:9214;5453;POU domain, class 3, transcription factor 1 (Octamer-binding protein 6) (Oct-6) (Octamer-binding transcription factor 6) (OTF-6) (POU domain transcription factor SCIP);Q03052;https://jaspar.elixir.no/search?q=Q03052;https://platform.opentargets.org/target/ENSG00000185668;3 Helix-turn-helix domains;3.1 Homeo domain factors;3.1.10 POU;1747;581;627;938;407;5_None;126;8.01;706;627;110;2.88;717;708;15;4.59;467;480;1;0.53;396;517;1;0.04;1158;938;Cancer;0;43;0;213;0;923;0;430;0;288;0.037740639;510;0;526;0;358;0;251;0;378;0;352;0;353;0;327;0;497;0;134;0;694;1;0.08;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Induces;#N/A;#N/A;2;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_1050;ZBTB42;ENSG00000179627;HGNC:32550;100128927;Zinc finger and BTB domain-containing protein 42;B2RXF5;#N/A;https://platform.opentargets.org/target/ENSG00000179627;2 Zinc-coordinating DNA-binding domains;2.3 C2H2 zinc finger factors;2.3.3 More than 3 adjacent zinc fingers;3148;1304;727;1253;1161;5_None;38;6.36;1126;727;22;0.94;1252;1135;15;4.88;467;466;1;0.53;396;521;1;0.01;1158;1253;Cancer;0;43;0;213;0;923;0;430;0;288;0.007391597;1013;0;526;0;358;0;251;0;378;0;352;0;353;0;327;0;497;0;134;0;694;0;0;N;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_1249;ZNF337;ENSG00000130684;HGNC:15809;26152;Zinc finger protein 337;Q9Y3M9;#N/A;https://platform.opentargets.org/target/ENSG00000130684;2 Zinc-coordinating DNA-binding domains;2.3 C2H2 zinc finger factors;2.3.3 More than 3 adjacent zinc fingers;1567;496;612;773;127;5_None;51;8.3;1032;612;32;0.95;1128;1129;18;6.83;418;379;1;0.52;396;558;1;0.07;1158;773;Cancer;0;43;0;213;0;923;0;430;0;288;0.074655131;269;0;526;0;358;0;251;0;378;0;352;0;353;0;327;0;497;0;134;0;694;2;0.15;Y;#N/A;#N/A;Anti-Longevity;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Anti-Longevity;#N/A;#N/A;#N/A;#N/A;1;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tdark;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0488;LHX3;ENSG00000107187;HGNC:6595;8022;LIM/homeobox protein Lhx3 (LIM homeobox protein 3);Q9UBR4;#N/A;https://platform.opentargets.org/target/ENSG00000107187;3 Helix-turn-helix domains;3.1 Homeo domain factors;3.1.5 HD-LIM;2339;857;381;790;1161;5_None;247;15.18;415;381;226;7.52;405;353;20;6.88;388;376;1;0.77;396;409;1;0.07;1158;790;Cancer;0;43;0;213;0;923;0;430;0;288;0.069111433;297;0;526;0;358;0;251;0;378;0;352;0;353;0;327;0;497;0;134;0;694;0;0;N;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0152;DMRTA1;ENSG00000176399;HGNC:13826;63951;Doublesex- and mab-3-related transcription factor A1;Q5VZB9;https://jaspar.elixir.no/search?q=Q5VZB9;https://platform.opentargets.org/target/ENSG00000176399;2 Zinc-coordinating DNA-binding domains;2.5 DM-type intertwined zinc finger factors;2.5.1 DMRT;1351;401;497;416;407;5_None;61;10.67;966;497;29;0.67;1162;1246;31;9.5;288;290;1;0.5;396;623;1;0.24;1158;416;Type 2 Diabetes Mellitus;0;43;0;213;0;923;0;430;0;288;0;1354;0;526;0;358;0;251;0;378;0;352;0;353;0;327;0;497;0;134;0.239653956;112;1;0.08;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;3;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_1371;ZNF536;ENSG00000198597;HGNC:29025;9745;Zinc finger protein 536;O15090;#N/A;https://platform.opentargets.org/target/ENSG00000198597;2 Zinc-coordinating DNA-binding domains;2.3 C2H2 zinc finger factors;2.3.4 Factors with multiple dispersed zinc fingers;1700;559;421;841;407;5_None;105;13.6;790;421;68;1.68;880;939;36;11.41;255;261;1;0.51;396;584;1;0.06;1158;841;Cancer;0;43;0;213;0;923;0;430;0;288;0.056597543;358;0;526;0;358;0;251;0;378;0;352;0;353;0;327;0;497;0;134;0;694;1;0.08;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_1227;ZNF296;ENSG00000170684;HGNC:15981;162979;Zinc finger protein 296 (ZFP296) (Zinc finger protein 342);Q8WUU4;#N/A;https://platform.opentargets.org/target/ENSG00000170684;2 Zinc-coordinating DNA-binding domains;2.3 C2H2 zinc finger factors;2.3.4 Factors with multiple dispersed zinc fingers;2348;860;829;1081;407;5_None;126;4.87;706;829;125;4.35;658;560;#N/A;#N/A;#N/A;#N/A;1;0.53;396;539;1;0.02;1158;1081;Cancer;0;43;0;213;0;923;0;430;0;288;0.01901283;752;0;526;0;358;0;251;0;378;0;352;0;353;0;327;0;497;0;134;0;694;1;0.08;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0514;MBD6;ENSG00000166987;HGNC:20445;114785;Methyl-CpG-binding domain protein 6 (Methyl-CpG-binding protein MBD6);Q96DN6;#N/A;https://platform.opentargets.org/target/ENSG00000166987;0 Yet undefined DNA-binding domains;0.0 Uncharacterized;0.0.0 Uncharacterized/Undefined;3302;1394;988;1146;1161;5_None;55;3.09;1008;988;54;2.58;961;766;#N/A;#N/A;#N/A;#N/A;1;0.5;396;616;1;0.01;1158;1146;Cancer;0;43;0;213;0;923;0;430;0;288;0.013304875;863;0;526;0;358;0;251;0;378;0;352;0;353;0;327;0;497;0;134;0;694;0;0;N;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0849;SOX15;ENSG00000129194;HGNC:11196;6665;Protein SOX-15 (Protein SOX-12) (Protein SOX-20);O60248;https://jaspar.elixir.no/search?q=O60248;https://platform.opentargets.org/target/ENSG00000129194;4 Other all-alpha-helical DNA-binding domains;4.1 High-mobility group (HMG) domain factors;4.1.1 SOX-related;2576;978;1049;1089;407;5_None;81;2.58;883;1049;80;2.05;834;849;#N/A;#N/A;#N/A;#N/A;1;0.53;396;539;1;0.02;1158;1089;Cancer;0;43;0;213;0;923;0;430;0;288;0.018588439;758;0;526;0;358;0;251;0;378;0;352;0;353;0;327;0;497;0;134;0;694;1;0.08;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_1405;ZNF575;ENSG00000176472;HGNC:27606;284346;Zinc finger protein 575;Q86XF7;#N/A;https://platform.opentargets.org/target/ENSG00000176472;2 Zinc-coordinating DNA-binding domains;2.3 C2H2 zinc finger factors;2.3.3 More than 3 adjacent zinc fingers;3460;1454;1185;1107;1161;5_None;20;1.64;1324;1185;19;1.07;1302;1082;#N/A;#N/A;#N/A;#N/A;1;0.57;396;460;1;0.02;1158;1107;Cancer;0;43;0;213;0;923;0;430;0;288;0.017000673;776;0;526;0;358;0;251;0;378;0;352;0;353;0;327;0;497;0;134;0;694;0;0;N;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tdark;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0664;ONECUT3;ENSG00000205922;HGNC:13399;390874;One cut domain family member 3 (One cut homeobox 3) (Transcription factor ONECUT-3) (OC-3);O60422;https://jaspar.elixir.no/search?q=O60422;https://platform.opentargets.org/target/ENSG00000205922;3 Helix-turn-helix domains;3.1 Homeo domain factors;3.1.9 HD-CUT;3513;1471;1251;1094;1161;5_None;32;1.37;1175;1251;31;0.82;1137;1180;#N/A;#N/A;#N/A;#N/A;1;0.55;396;483;1;0.02;1158;1094;Cancer;0;43;0;213;0;923;0;430;0;288;0.017924623;769;0;526;0;358;0;251;0;378;0;352;0;353;0;327;0;497;0;134;0;694;0;0;N;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0540;MSANTD4;ENSG00000170903;HGNC:29383;84437;Myb/SANT-like DNA-binding domain-containing protein 4 (Myb/SANT-like DNA-binding domain containing 4 with coiled-coils);Q8NCY6;#N/A;https://platform.opentargets.org/target/ENSG00000170903;3 Helix-turn-helix domains;3.5 Tryptophan cluster factors;3.5.1 Myb-SANT;3714;1519;1303;1243;1161;5_None;23;1.11;1285;1303;22;0.6;1252;1280;#N/A;#N/A;#N/A;#N/A;1;0.51;396;596;1;0.01;1158;1243;Alzheimer Disease;0;43;0;213;0.007833448;555;0;430;0;288;0;1354;0;526;0;358;0;251;0;378;0;352;0;353;0;327;0;497;0;134;0;694;0;0;N;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tdark;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_1351;ZNF511;ENSG00000198546;HGNC:28445;118472;Zinc finger protein 511;Q8NB15;#N/A;https://platform.opentargets.org/target/ENSG00000198546;2 Zinc-coordinating DNA-binding domains;2.3 C2H2 zinc finger factors;2.3.2 Other factors with up to three adjacent zinc fingers;3198;1336;1404;1356;407;5_None;9;0.77;1509;1404;8;0.25;1505;1470;#N/A;#N/A;#N/A;#N/A;1;0.52;396;557;1;0;1158;1356;Cancer;0;43;0;213;0;923;0;430;0;288;0.003695799;1171;0;526;0;358;0;251;0;378;0;352;0;353;0;327;0;497;0;134;0;694;1;0.08;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tdark;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0840;SOHLH1;ENSG00000165643;HGNC:27845;402381;Spermatogenesis- and oogenesis-specific basic helix-loop-helix-containing protein 1;Q5JUK2;#N/A;https://platform.opentargets.org/target/ENSG00000165643;1 Basic domains;1.2 Basic helix-loop-helix factors (bHLH);1.2.5 PAS;3060;1253;639;1253;1161;5_None;138;7.76;668;639;133;5.58;629;467;3;0.96;967;988;2;1.22;287;341;1;0.01;1158;1253;Cancer;0;43;0;213;0;923;0;430;0;288;0.007391597;1013;0;526;0;358;0;251;0;378;0;352;0;353;0;327;0;497;0;134;0;694;0;0;N;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_1332;ZNF483;ENSG00000173258;HGNC:23384;158399;Zinc finger protein 483 (Zinc finger protein with KRAB and SCAN domains 16);Q8TF39;#N/A;https://platform.opentargets.org/target/ENSG00000173258;2 Zinc-coordinating DNA-binding domains;2.3 C2H2 zinc finger factors;2.3.3 More than 3 adjacent zinc fingers;2706;1048;972;1296;407;5_None;24;3.21;1268;972;17;0.54;1324;1315;5;1.63;804;821;2;1.04;287;378;1;0.01;1158;1296;Cancer;0;43;0;213;0;923;0;430;0;288;0.005543698;1061;0;526;0;358;0;251;0;378;0;352;0;353;0;327;0;497;0;134;0;694;1;0.08;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tdark;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0322;GSX2;ENSG00000180613;HGNC:24959;170825;GS homeobox 2 (Genetic-screened homeobox 2) (Homeobox protein GSH-2);Q9BZM3;https://jaspar.elixir.no/search?q=Q9BZM3;https://platform.opentargets.org/target/ENSG00000180613;3 Helix-turn-helix domains;3.1 Homeo domain factors;3.1.1 HOX;2766;1074;915;1413;407;5_None;34;3.9;1155;915;26;0.8;1198;1184;6;1.97;734;748;2;1.13;287;353;1;0;1158;1413;Cancer;0;43;0;213;0;923;0;430;0;288;0.002217479;1246;0;526;0;358;0;251;0;378;0;352;0;353;0;327;0;497;0;134;0;694;1;0.08;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0017;ALX1;ENSG00000180318;HGNC:1494;8092;ALX homeobox protein 1 (Cartilage homeoprotein 1) (CART-1);Q15699;#N/A;https://platform.opentargets.org/target/ENSG00000180318;3 Helix-turn-helix domains;3.1 Homeo domain factors;3.1.3 Paired-related HD;2839;1113;473;1198;1161;5_None;194;11.55;513;473;180;5.75;496;459;12;4.39;533;496;2;1.41;287;296;1;0.01;1158;1198;Cancer;0;43;0;213;0;923;0;430;0;288;0.010281984;937;0;526;0;358;0;251;0;378;0;352;0;353;0;327;0;497;0;134;0;694;0;0;N;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0052;ATOH7;ENSG00000179774;HGNC:13907;220202;Transcription factor ATOH7 (Atonal bHLH transcription factor 7) (Class A basic helix-loop-helix protein 13) (bHLHa13) (Protein atonal homolog 7);Q8N100;https://jaspar.elixir.no/search?q=Q8N100;https://platform.opentargets.org/target/ENSG00000179774;1 Basic domains;1.2 Basic helix-loop-helix factors (bHLH);1.2.3 Tal-related;2316;849;420;728;1161;5_None;182;13.67;545;420;165;6.88;537;388;15;5.52;467;434;2;1.27;287;323;1;0.08;1158;728;Age-Related Macular Degeneration;0;43;0.084832275;17;0;923;0;430;0;288;0;1354;0;526;0;358;0;251;0;378;0;352;0;353;0;327;0;497;0;134;0;694;0;0;N;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0748;PRR12;ENSG00000126464;HGNC:29217;57479;Proline-rich protein 12;Q9ULL5;#N/A;https://platform.opentargets.org/target/ENSG00000126464;0 Yet undefined DNA-binding domains;0.0 Uncharacterized;0.0.0 Uncharacterized/Undefined;2382;882;561;653;1161;5_None;72;9.37;909;561;55;2.48;952;776;15;5.65;467;420;2;1.24;287;334;1;0.1;1158;653;Heart Failure;0;43;0;213;0;923;0;430;0;288;0;1354;0;526;0.104513724;21;0;251;0;378;0;352;0;353;0;327;0;497;0;134;0;694;0;0;N;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tdark;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0941;TFAP2D;ENSG00000008197;HGNC:15581;83741;Transcription factor AP-2-delta (AP2-delta) (Activating enhancer-binding protein 2-delta) (Transcription factor AP-2-beta-like 1);Q7Z6R9;#N/A;https://platform.opentargets.org/target/ENSG00000008197;1 Basic domains;1.3 Basic helix-span-helix factors (bHSH);1.3.1 AP6;2501;937;569;764;1161;5_None;58;9.29;986;569;39;2.99;1059;689;17;5.23;431;446;2;1.07;287;365;1;0.08;1158;764;Cancer;0;43;0;213;0;923;0;430;0;288;0.076695622;257;0;526;0;358;0;251;0;378;0;352;0;353;0;327;0;497;0;134;0;694;0;0;N;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0341;HES7;ENSG00000179111;HGNC:15977;84667;Transcription factor HES-7 (hHes7) (Class B basic helix-loop-helix protein 37) (bHLHb37) (Hairy and enhancer of split 7) (bHLH factor Hes7);Q9BYE0;https://jaspar.elixir.no/search?q=Q9BYE0;https://platform.opentargets.org/target/ENSG00000179111;1 Basic domains;1.2 Basic helix-loop-helix factors (bHLH);1.2.4 Hairy-related;2198;792;435;1325;407;5_None;121;13.26;726;435;95;3.96;765;597;24;8.05;340;336;2;1.25;287;330;1;0;1158;1325;Cancer;0;43;0;213;0;923;0;430;0;288;0.004681345;1108;0;526;0;358;0;251;0;378;0;352;0;353;0;327;0;497;0;134;0;694;1;0.08;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_1575;ZNF804A;ENSG00000170396;HGNC:21711;91752;Zinc finger protein 804A;Q7Z570;#N/A;https://platform.opentargets.org/target/ENSG00000170396;2 Zinc-coordinating DNA-binding domains;2.3 C2H2 zinc finger factors;2.3.0 Uncharacterized/Undefined;2663;1025;317;1178;1161;4_Low;160;18.79;602;317;114;2.38;697;796;44;15.35;216;198;2;1.06;287;370;1;0.01;1158;1178;Alzheimer Disease;0;43;0;213;0.011272186;475;0;430;0;288;0;1354;0;526;0;358;0;251;0;378;0;352;0;353;0;327;0;497;0;134;0;694;0;0;N;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;2;4_Low;Possibly targetable with +/- conflicting evidence across databases (e.g. Pharos TDL at least Tchem and/or DGIDB ALL >0) but no indication of drugs with known MOA.;Tbio;2;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0071;BHLHA9;ENSG00000205899;HGNC:35126;727857;Class A basic helix-loop-helix protein 9 (bHLHa9) (Class F basic helix-loop-helix factor 42) (bHLHf42);Q7RTU4;#N/A;https://platform.opentargets.org/target/ENSG00000205899;1 Basic domains;1.2 Basic helix-loop-helix factors (bHLH);1.2.3 Tal-related;3212;1344;688;1356;1161;5_None;95;7.01;821;688;89;4.08;791;585;3;1.08;967;964;3;1.85;208;236;1;0;1158;1356;Alzheimer Disease;0;43;0;213;0.003695799;717;0;430;0;288;0;1354;0;526;0;358;0;251;0;378;0;352;0;353;0;327;0;497;0;134;0;694;0;0;N;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_1026;ZBTB10;ENSG00000205189;HGNC:30953;65986;Zinc finger and BTB domain-containing protein 10 (Zinc finger protein RIN ZF);Q96DT7;#N/A;https://platform.opentargets.org/target/ENSG00000205189;2 Zinc-coordinating DNA-binding domains;2.3 C2H2 zinc finger factors;2.3.0 Uncharacterized/Undefined;2704;1047;261;1275;1161;5_None;119;22.66;737;261;56;1.95;945;873;59;18.5;165;167;4;2.2;156;196;1;0.01;1158;1275;Cancer;0;43;0;213;0;923;0;430;0;288;0.006967983;1031;0;526;0;358;0;251;0;378;0;352;0;353;0;327;0;497;0;134;0;694;0;0;N;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
